Vehicle #,Vehicle Model,Vehicle Serial #,Engine Make,Engine Hours,Engine Model,Engine RPM,Alternator RPM,Engine HP,Alternator HP,Left-CO2%,Left-CO,Left-NOx,Right-CO2%,Right-CO,Right-NOX,LoCaterpillarion,Company,Test Date,Test Method
HT055,Caterpillar793,Testht055,Caterpillar,0,3516,1600,,2500,,7,244,257,8,236,424,Black Thunder,TestCo,6/1/2016,Manual
HT040,Caterpillar793,Testht040,Caterpillar,0,3516,1600,,2500,,9.3,710,523,7.2,453,442,Black Thunder,TestCo,6/1/2016,Manual
HT058,Caterpillar793,Testht058,Caterpillar,0,3516,1600,,2500,,7.6,401,331,7.9,244,346,Black Thunder,TestCo,6/1/2016,Manual
HT061,Caterpillar793,Testht061,Caterpillar,0,3516,1600,,2500,,7.1,148,758,7.2,149,714,Black Thunder,TestCo,6/1/2016,Manual
HT039,Caterpillar793,Testht039,Caterpillar,0,3516,1600,,2500,,7.3,195,542,7.3,173,520,Black Thunder,TestCo,6/2/2016,Manual
HT052,Caterpillar793,Testht052,Caterpillar,0,3516,1600,,2500,,7.4,286,180,7.5,197,151,Black Thunder,TestCo,6/2/2016,Manual
HT063,Caterpillar793,Testht063,Caterpillar,0,3516,1600,,2500,,7.8,237,557,7.6,194,749,Black Thunder,TestCo,6/2/2016,Manual
HT072,Caterpillar793,Testht072,Caterpillar,0,3516,1600,,2500,,7.6,237,536.1,7.6,222,419.1,Black Thunder,TestCo,6/2/2016,Manual
HT059,Caterpillar793,Testht059,Caterpillar,0,3516,1600,,2500,,7,135,334,7.5,152,248,Black Thunder,TestCo,6/2/2016,Manual
HT055,Caterpillar793,Testht055,Caterpillar,0,3516,1600,,2500,,7,245,419,8.1,287,344,Black Thunder,TestCo,6/2/2016,Manual
HT067,Caterpillar793,Testht067,Caterpillar,0,3516,1600,,2500,,6.6,100,666,6.8,209,585,Black Thunder,TestCo,6/3/2016,Manual
HT062,Caterpillar793,Testht062,Caterpillar,0,3516,1600,,2500,,6.7,237,566,6.8,237,759,Black Thunder,TestCo,6/3/2016,Manual
HT012,Caterpillar795,testht012,Caterpillar,0,C175,1800,1800,3000,3000,8,320,1044,8.6,377,1037,Black Thunder,TestCo,6/3/2016,Manual
HT053,Caterpillar793,Testht053,Caterpillar,0,3516,1600,,2500,,7,127,355,7,94,318,Black Thunder,TestCo,6/3/2016,Manual
HT065,Caterpillar793,Testht065,Caterpillar,0,3516,1600,,2500,,6.8,104,632,6.9,110,1011,Black Thunder,TestCo,6/3/2016,Manual
HT015,Caterpillar795,testht015,Caterpillar,0,C175,1800,1800,3000,3000,8.4,338,954,8.3,407,820,Black Thunder,TestCo,6/7/2016,Manual
HT041,Caterpillar793,Testht041,Caterpillar,0,3516,1600,,2500,,7,74,575,7,79,663,Black Thunder,TestCo,6/7/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.6,487,608,8,626,581,Black Thunder,TestCo,6/7/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.5,476,550,7.7,589,523,Black Thunder,TestCo,6/7/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,7.3,484,547,7.4,575,502,Black Thunder,TestCo,6/8/2016,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,7.5,504,594,7.5,586,526,Black Thunder,TestCo,6/8/2016,Manual
HT053,Caterpillar793,Testht053,Caterpillar,0,3516,1600,,2500,,6.7,119,343,6.9,84,376,Black Thunder,TestCo,6/11/2016,Manual
HT041,Caterpillar793,Testht041,Caterpillar,0,3516,1600,,2500,,6.7,61,508,6.8,80,569,Black Thunder,TestCo,6/11/2016,Manual
HT056,Caterpillar793,Testht056,Caterpillar,0,3516,1600,,2500,,7.4,238,429,7.4,225,299,Black Thunder,TestCo,6/13/2016,Manual
HT059,Caterpillar793,Testht059,Caterpillar,0,3516,1600,,2500,,7.3,151,422,7.6,148,530,Black Thunder,TestCo,6/13/2016,Manual
HT065,Caterpillar793,Testht065,Caterpillar,0,3516,1600,,2500,,7.1,135,683,7.4,149,460,Black Thunder,TestCo,6/13/2016,Manual
HT071,Caterpillar793,Testht071,Caterpillar,0,3516,1600,,2500,,7.2,334,465.7,7.3,327,506.3,Black Thunder,TestCo,6/13/2016,Manual
HT040,Caterpillar793,Testht040,Caterpillar,0,3516,1600,,2500,,8.2,442,676,7,182,568,Black Thunder,TestCo,6/13/2016,Manual
HT058,Caterpillar793,Testht058,Caterpillar,0,3516,1600,,2500,,7,219,536,7.4,138,202,Black Thunder,TestCo,6/14/2016,Manual
HT073,Caterpillar793,Testht073,Caterpillar,0,3516,1600,,2500,,6.3,197,551.6,7.6,328,541.7,Black Thunder,TestCo,6/14/2016,Manual
HT067,Caterpillar793,Testht067,Caterpillar,0,3516,1600,,2500,,6.9,114,606,6.7,215,551,Black Thunder,TestCo,6/14/2016,Manual
HT062,Caterpillar793,Testht062,Caterpillar,0,3516,1600,,2500,,6.7,258,363,6.8,248,640,Black Thunder,TestCo,6/14/2016,Manual
HT063,Caterpillar793,Testht063,Caterpillar,0,3516,1600,,2500,,7.5,189,469,7.4,175,636,Black Thunder,TestCo,6/14/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.5,440,674,7.8,577,619,Black Thunder,TestCo,6/15/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,6.3,359,603,7.8,506,655,Black Thunder,TestCo,6/15/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.4,463,597,7.6,572,548,Black Thunder,TestCo,6/15/2016,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,7.5,479,665,7.3,475,649,Black Thunder,TestCo,6/15/2016,Manual
HT040,Caterpillar793,Testht040,Caterpillar,0,3516,1600,,2500,,7.3,184,825,7.3,233,756,Black Thunder,TestCo,6/18/2016,Manual
HT055,Caterpillar793,Testht055,Caterpillar,0,3516,1600,,2500,,6.9,219,116,7.6,228,619,Black Thunder,TestCo,6/18/2016,Manual
HT061,Caterpillar793,Testht061,Caterpillar,0,3516,1600,,2500,,7.3,197,708,7.4,204,782,Black Thunder,TestCo,6/18/2016,Manual
HT041,Caterpillar793,Testht041,Caterpillar,0,3516,1600,,2500,,7.2,105,520,6.9,102,655,Black Thunder,TestCo,6/18/2016,Manual
HT065,Caterpillar793,Testht065,Caterpillar,0,3516,1600,,2500,,7.3,163,464,7.4,171,830,Black Thunder,TestCo,6/18/2016,Manual
HT067,Caterpillar793,Testht067,Caterpillar,0,3516,1600,,2500,,7,142,449,7.1,258,548,Black Thunder,TestCo,6/18/2016,Manual
HT073,Caterpillar793,Testht073,Caterpillar,0,3516,1600,,2500,,6.5,264,764,7.5,443,557,Black Thunder,TestCo,6/21/2016,Manual
HT072,Caterpillar793,Testht072,Caterpillar,0,3516,1600,,2500,,7.3,169,457.1,7.3,181,452.2,Black Thunder,TestCo,6/21/2016,Manual
HT012,Caterpillar795,testht012,Caterpillar,0,C175,1800,1800,3000,3000,8.1,370,951,8.2,390,916,Black Thunder,TestCo,6/22/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.5,506,530,7.6,639,473,Black Thunder,TestCo,6/22/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.9,478,645,8.5,570,659,Black Thunder,TestCo,6/26/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,8.1,483,688,8.6,539,727,Black Thunder,TestCo,6/26/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.5,470,564,7.6,577,508,Black Thunder,TestCo,6/27/2016,Manual
HT011,Caterpillar795,testht011,Caterpillar,0,C175,1800,1800,3000,3000,7.7,293,990,8,359,941,Black Thunder,TestCo,6/27/2016,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,8.3,355,1007,8.6,400,999,Black Thunder,TestCo,6/27/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.6,461,645,7.9,547,654,Black Thunder,TestCo,6/27/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,7.8,440,669,7.8,484,642,Black Thunder,TestCo,6/27/2016,Manual
HT063,Caterpillar793,Testht063,Caterpillar,0,3516,1600,,2500,,6.8,157,601,7.3,173,648,Black Thunder,TestCo,7/2/2016,Manual
HT041,Caterpillar793,Testht041,Caterpillar,0,3516,1600,,2500,,6.9,85,475,7,93,510,Black Thunder,TestCo,7/2/2016,Manual
HT065,Caterpillar793,Testht065,Caterpillar,0,3516,1600,,2500,,7,153,573,7.3,157,472,Black Thunder,TestCo,7/3/2016,Manual
HT072,Caterpillar793,Testht072,Caterpillar,0,3516,1600,,2500,,7.3,206,372.6,7.6,228,428,Black Thunder,TestCo,7/3/2016,Manual
HT059,Caterpillar793,Testht059,Caterpillar,0,3516,1600,,2500,,6.4,154,434,7.6,176,322,Black Thunder,TestCo,7/3/2016,Manual
HT052,Caterpillar793,Testht052,Caterpillar,0,3516,1600,,2500,,6.2,236,252,7.4,200,249,Black Thunder,TestCo,7/3/2016,Manual
HT066,Caterpillar793,Testht066,Caterpillar,0,3516,1600,,2500,,7.5,139,787,7.9,181,645,Black Thunder,TestCo,7/3/2016,Manual
HT053,Caterpillar793,Testht053,Caterpillar,0,3516,1600,,2500,,6.9,186,208,7,115,298,Black Thunder,TestCo,7/5/2016,Manual
HT073,Caterpillar793,Testht073,Caterpillar,0,3516,1600,,2500,,6,245,721.1,7.7,451,797.6,Black Thunder,TestCo,7/5/2016,Manual
HT067,Caterpillar793,Testht067,Caterpillar,0,3516,1600,,2500,,2.9,77,721,3.1,143,469,Black Thunder,TestCo,7/5/2016,Manual
HT056,Caterpillar793,Testht056,Caterpillar,0,3516,1600,,2500,,7.5,247,335,7.6,277,326,Black Thunder,TestCo,7/5/2016,Manual
HT039,Caterpillar793,Testht039,Caterpillar,0,3516,1600,,2500,,6,168,427,7.1,169,542,Black Thunder,TestCo,7/5/2016,Manual
HT061,Caterpillar793,Testht061,Caterpillar,0,3516,1600,,2500,,6.7,135,427,7,163,545,Black Thunder,TestCo,7/5/2016,Manual
HT069,Caterpillar793,Testht069,Caterpillar,0,3516,1600,,2500,,6.9,601,771,7.8,370,843,Black Thunder,TestCo,7/5/2016,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,7.6,362,909,8.5,406,966,Black Thunder,TestCo,7/6/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.7,486,639,8,584,619,Black Thunder,TestCo,7/6/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,7.7,469,630,7.9,527,609,Black Thunder,TestCo,7/6/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.6,470,590,8,562,547,Black Thunder,TestCo,7/6/2016,Manual
HT011,Caterpillar795,testht011,Caterpillar,0,C175,1800,1800,3000,3000,7.4,292,905,8.4,391,911,Black Thunder,TestCo,7/6/2016,Manual
HT059,Caterpillar793,Testht059,Caterpillar,0,3516,1600,,2500,,6.5,149,521,7.6,160,392,Black Thunder,TestCo,7/16/2016,Manual
HT052,Caterpillar793,Testht052,Caterpillar,0,3516,1600,,2500,,6.1,358,347,7.9,377,435,Black Thunder,TestCo,7/16/2016,Manual
HT040,Caterpillar793,Testht040,Caterpillar,0,3516,1600,,2500,,6.6,176,522,7.3,227,710,Black Thunder,TestCo,7/16/2016,Manual
HT072,Caterpillar793,Testht072,Caterpillar,0,3516,1600,,2500,,6.2,162,441.7,7.3,202,317.1,Black Thunder,TestCo,7/16/2016,Manual
HT071,Caterpillar793,Testht071,Caterpillar,0,3516,1600,,2500,,6.5,295,707.3,7.2,298,646.1,Black Thunder,TestCo,7/17/2016,Manual
HT061,Caterpillar793,Testht061,Caterpillar,0,3516,1600,,2500,,6.8,185,548,7.5,234,444,Black Thunder,TestCo,7/17/2016,Manual
HT041,Caterpillar793,Testht041,Caterpillar,0,3516,1600,,2500,,7,111,650,7.3,100,542,Black Thunder,TestCo,7/17/2016,Manual
HT065,Caterpillar793,Testht065,Caterpillar,0,3516,1600,,2500,,6.2,121,591,7.2,131,460,Black Thunder,TestCo,7/17/2016,Manual
HT058,Caterpillar793,Testht058,Caterpillar,0,3516,1600,,2500,,7.1,310,565,7.8,240,467,Black Thunder,TestCo,7/17/2016,Manual
HT073,Caterpillar793,Testht073,Caterpillar,0,3516,1600,,2500,,6.4,157,556.3,8,526,819.5,Black Thunder,TestCo,7/17/2016,Manual
HT067,Caterpillar793,Testht067,Caterpillar,0,3516,1600,,2500,,7,162,545,7.2,290,475,Black Thunder,TestCo,7/17/2016,Manual
HT063,Caterpillar793,Testht063,Caterpillar,0,3516,1600,,2500,,7.3,204,426,7.5,199,376,Black Thunder,TestCo,7/17/2016,Manual
HT062,Caterpillar793,Testht062,Caterpillar,0,3516,1600,,2500,,7.2,285,578,7.3,259,582,Black Thunder,TestCo,7/18/2016,Manual
HT055,Caterpillar793,Testht055,Caterpillar,0,3516,1600,,2500,,6.7,278,169,8.1,318,156,Black Thunder,TestCo,7/18/2016,Manual
HT069,Caterpillar793,Testht069,Caterpillar,0,3516,1600,,2500,,7.5,489,899,7.6,310,753,Black Thunder,TestCo,7/18/2016,Manual
HT053,Caterpillar793,Testht053,Caterpillar,0,3516,1600,,2500,,7.2,217,269,7.3,148,279,Black Thunder,TestCo,7/18/2016,Manual
HT056,Caterpillar793,Testht056,Caterpillar,0,3516,1600,,2500,,7.1,179,288,7.5,216,350,Black Thunder,TestCo,7/18/2016,Manual
HT011,Caterpillar795,testht011,Caterpillar,0,C175,1800,1800,3000,3000,7.9,321,993,8.5,383,1014,Black Thunder,TestCo,7/19/2016,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,8.3,391,964,9.2,469,971,Black Thunder,TestCo,7/19/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.9,444,688,8.3,597,649,Black Thunder,TestCo,7/19/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,8.3,372,986,8.8,390,1042,Black Thunder,TestCo,7/19/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.8,452,642,8.3,547,627,Black Thunder,TestCo,7/19/2016,Manual
HT039,Caterpillar793,Testht039,Caterpillar,0,3516,1600,,2500,,7.4,250,575,7.5,211,599,Black Thunder,TestCo,7/20/2016,Manual
HT012,Caterpillar795,testht012,Caterpillar,0,C175,1800,1800,3000,3000,8.5,393,947,8.9,418,956,Black Thunder,TestCo,7/20/2016,Manual
HT034,Caterpillar793,Testht034,Caterpillar,0,3516,1600,,2500,,7.8,189,642,7.8,172,618,Black Thunder,TestCo,7/23/2016,Manual
HT037,Caterpillar793,Testht037,Caterpillar,0,3516,1600,,2500,,7,209,781,7.3,232,643,Black Thunder,TestCo,7/23/2016,Manual
HT066,Caterpillar793,Testht066,Caterpillar,0,3516,1600,,2500,,7.2,235,620,7.7,239,713,Black Thunder,TestCo,7/23/2016,Manual
HT042,Caterpillar793,Testht042,Caterpillar,0,3516,1600,,2500,,7.3,158,577,7.4,143,634,Black Thunder,TestCo,7/23/2016,Manual
HT045,Caterpillar793,Testht045,Caterpillar,0,3516,1600,,2500,,7,137,192,7.3,131,210,Black Thunder,TestCo,7/23/2016,Manual
HT038,Caterpillar793,Testht038,Caterpillar,0,3516,1600,,2500,,6.9,197,631,7.7,295,724,Black Thunder,TestCo,7/24/2016,Manual
HT046,Caterpillar793,Testht046,Caterpillar,0,3516,1600,,2500,,6.4,152,462,7.3,226,316,Black Thunder,TestCo,7/24/2016,Manual
HT048,Caterpillar793,Testht048,Caterpillar,0,3516,1600,,2500,,7.2,157,166,7.3,174,287,Black Thunder,TestCo,7/24/2016,Manual
HT031,Caterpillar793,Testht031,Caterpillar,0,3516,1600,,2500,,8.3,426,754,7.3,275,652,Black Thunder,TestCo,7/24/2016,Manual
HT036,Caterpillar793,Testht036,Caterpillar,0,3516,1600,,2500,,6.8,172,756,7.4,221,881,Black Thunder,TestCo,7/24/2016,Manual
HT051,Caterpillar793,Testht051,Caterpillar,0,3516,1600,,2500,,7,111,175,7,106,487,Black Thunder,TestCo,7/25/2016,Manual
HT024,Caterpillar793,Testht024,Caterpillar,0,3516,1600,,2500,,6.8,174,514,8.2,197,455,Black Thunder,TestCo,7/25/2016,Manual
HT043,Caterpillar793,Testht043,Caterpillar,0,3516,1600,,2500,,7,114,240,7.2,140,569,Black Thunder,TestCo,7/25/2016,Manual
HT022,Caterpillar793,Testht022,Caterpillar,0,3516,1600,,2500,,7.9,163,323,7.6,207,304,Black Thunder,TestCo,7/25/2016,Manual
HT064,Caterpillar793,Testht064,Caterpillar,0,3516,1600,,2500,,7,146,540,7.2,148,445,Black Thunder,TestCo,7/25/2016,Manual
HT025,Caterpillar793,Testht025,Caterpillar,0,3516,1600,,2500,,8,156,671,7.9,166,659,Black Thunder,TestCo,7/25/2016,Manual
HT070,Caterpillar793,Testht070,Caterpillar,0,3516,1600,,2500,,7,134,565.7,7,133,534.7,Black Thunder,TestCo,7/25/2016,Manual
HT026,Caterpillar793,Testht026,Caterpillar,0,3516,1600,,2500,,7.6,109,569,7.6,148,631,Black Thunder,TestCo,7/25/2016,Manual
HT033,Caterpillar793,Testht033,Caterpillar,0,3516,1600,,2500,,7.5,122,541,7.6,159,552,Black Thunder,TestCo,7/25/2016,Manual
HT021,Caterpillar793,Testht021,Caterpillar,0,3516,1600,,2500,,6.4,264,452,7.5,117,258,Black Thunder,TestCo,7/25/2016,Manual
HT047,Caterpillar793,Testht047,Caterpillar,0,3516,1600,,2500,,6.6,98,420,7.1,96,226,Black Thunder,TestCo,7/26/2016,Manual
HT027,Caterpillar793,Testht027,Caterpillar,0,3516,1600,,2500,,7.4,123,500,7.6,142,605,Black Thunder,TestCo,7/26/2016,Manual
HT068,Caterpillar793,Testht068,Caterpillar,0,3516,1600,,2500,,7,148,726,7.1,118,460,Black Thunder,TestCo,7/26/2016,Manual
HT028,Caterpillar793,Testht028,Caterpillar,0,3516,1600,,2500,,7.6,129,538,7.6,146,628,Black Thunder,TestCo,7/26/2016,Manual
HT029,Caterpillar793,Testht029,Caterpillar,0,3516,1600,,2500,,7.7,138,572,7.6,161,614,Black Thunder,TestCo,7/26/2016,Manual
HT050,Caterpillar793,Testht050,Caterpillar,0,3516,1600,,2500,,7.1,130,311,7.1,167,336,Black Thunder,TestCo,7/26/2016,Manual
HT057,Caterpillar793,Testht057,Caterpillar,0,3516,1600,,2500,,7.1,194,490,7.2,200,764,Black Thunder,TestCo,7/27/2016,Manual
HT049,Caterpillar793,Testht049,Caterpillar,0,3516,1600,,2500,,7.2,228,309,7.4,274,387,Black Thunder,TestCo,7/27/2016,Manual
HT035,Caterpillar793,Testht035,Caterpillar,0,3516,1600,,2500,,7.5,131,681,7.5,180,626,Black Thunder,TestCo,7/27/2016,Manual
HT032,Caterpillar793,Testht032,Caterpillar,0,3516,1600,,2500,,8.1,222,626,8.3,240,692,Black Thunder,TestCo,7/27/2016,Manual
HT030,Caterpillar793,Testht030,Caterpillar,0,3516,1600,,2500,,7.7,126,688,7.6,132,655,Black Thunder,TestCo,7/27/2016,Manual
HT023,Caterpillar793,Testht023,Caterpillar,0,3516,1600,,2500,,8,183,474,7.7,166,519,Black Thunder,TestCo,7/27/2016,Manual
HT073,Caterpillar793,Testht073,Caterpillar,0,3516,1600,,2500,,6.4,297,661.5,7.9,498,560.1,Black Thunder,TestCo,7/30/2016,Manual
HT061,Caterpillar793,Testht061,Caterpillar,0,3516,1600,,2500,,7.4,200,833,7.5,230,798,Black Thunder,TestCo,7/30/2016,Manual
HT069,Caterpillar793,Testht069,Caterpillar,0,3516,1600,,2500,,7.2,259,590,7.3,234,485,Black Thunder,TestCo,7/30/2016,Manual
HT065,Caterpillar793,Testht065,Caterpillar,0,3516,1600,,2500,,7.1,142,728,7.4,151,442,Black Thunder,TestCo,7/30/2016,Manual
HT067,Caterpillar793,Testht067,Caterpillar,0,3516,1600,,2500,,2.7,126,482,7.4,354,403,Black Thunder,TestCo,7/31/2016,Manual
HT063,Caterpillar793,Testht063,Caterpillar,0,3516,1600,,2500,,7.1,439,745,7.7,210,763,Black Thunder,TestCo,7/31/2016,Manual
HT071,Caterpillar793,Testht071,Caterpillar,0,3516,1600,,2500,,7.6,404,516.3,7.3,419,452.3,Black Thunder,TestCo,7/31/2016,Manual
HT042,Caterpillar793,Testht042,Caterpillar,0,3516,1600,,2500,,7.3,142,276,7.3,136,475,Black Thunder,TestCo,7/31/2016,Manual
HT040,Caterpillar793,Testht040,Caterpillar,0,3516,1600,,2500,,7.2,182,512,7.4,217,527,Black Thunder,TestCo,8/1/2016,Manual
HT056,Caterpillar793,Testht056,Caterpillar,0,3516,1600,,2500,,7.2,196,277,7.5,234,297,Black Thunder,TestCo,8/1/2016,Manual
HT039,Caterpillar793,Testht039,Caterpillar,0,3516,1600,,2500,,7.4,210,675,7.4,210,756,Black Thunder,TestCo,8/1/2016,Manual
HT066,Caterpillar793,Testht066,Caterpillar,0,3516,1600,,2500,,7.8,277,546,8.1,302,428,Black Thunder,TestCo,8/1/2016,Manual
HT053,Caterpillar793,Testht053,Caterpillar,0,3516,1600,,2500,,7.1,202,196,7.4,136,376,Black Thunder,TestCo,8/1/2016,Manual
HT060,Caterpillar793,Testht060,Caterpillar,0,3516,1600,,2500,,7.4,181,828,7.4,169,852,Black Thunder,TestCo,8/2/2016,Manual
HT072,Caterpillar793,Testht072,Caterpillar,0,3516,1600,,2500,,6.7,156,528.5,7.1,137,358.7,Black Thunder,TestCo,8/2/2016,Manual
HT059,Caterpillar793,Testht059,Caterpillar,0,3516,1600,,2500,,7,155,766,7.7,161,604,Black Thunder,TestCo,8/2/2016,Manual
HT055,Caterpillar793,Testht055,Caterpillar,0,3516,1600,,2500,,7.2,260,424,8.2,295,218,Black Thunder,TestCo,8/2/2016,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,7.7,445,594,8.1,562,595,Black Thunder,TestCo,8/3/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.9,350,866,8.8,399,925,Black Thunder,TestCo,8/3/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,8.5,317,972,8.7,313,951,Black Thunder,TestCo,8/3/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.4,477,514,8.4,588,543,Black Thunder,TestCo,8/3/2016,Manual
HT011,Caterpillar795,testht011,Caterpillar,0,C175,1800,1800,3000,3000,7.9,353,751,8.8,474,761,Black Thunder,TestCo,8/3/2016,Manual
HT042,Caterpillar793,Testht042,Caterpillar,0,3516,1600,,2500,,6.7,88,655,7,98,510,Black Thunder,TestCo,8/7/2016,Manual
HT063,Caterpillar793,Testht063,Caterpillar,0,3516,1600,,2500,,7,398,510,7.4,185,661,Black Thunder,TestCo,8/7/2016,Manual
HT039,Caterpillar793,Testht039,Caterpillar,0,3516,1600,,2500,,6.5,163,445,7.2,152,515,Black Thunder,TestCo,8/7/2016,Manual
HT061,Caterpillar793,Testht061,Caterpillar,0,3516,1600,,2500,,6.9,127,843,6.9,93,754,Black Thunder,TestCo,8/7/2016,Manual
HT053,Caterpillar793,Testht053,Caterpillar,0,3516,1600,,2500,,6.8,150,398,7.3,120,391,Black Thunder,TestCo,8/8/2016,Manual
HT051,Caterpillar793,Testht051,Caterpillar,0,3516,1600,,2500,,7.2,122,274,7.3,122,437,Black Thunder,TestCo,8/8/2016,Manual
HT067,Caterpillar793,Testht067,Caterpillar,0,3516,1600,,2500,,6.8,151,569,7.2,283,546,Black Thunder,TestCo,8/8/2016,Manual
HT072,Caterpillar793,Testht072,Caterpillar,0,3516,1600,,2500,,6.7,177,349.4,7.2,144,660.4,Black Thunder,TestCo,8/8/2016,Manual
HT041,Caterpillar793,Testht041,Caterpillar,0,3516,1600,,2500,,6.9,68,473,7.1,81,535,Black Thunder,TestCo,8/8/2016,Manual
HT066,Caterpillar793,Testht066,Caterpillar,0,3516,1600,,2500,,7.9,258,639,8,258,437,Black Thunder,TestCo,8/8/2016,Manual
HT065,Caterpillar793,Testht065,Caterpillar,0,3516,1600,,2500,,7.2,159,446,7.4,138,613,Black Thunder,TestCo,8/9/2016,Manual
HT040,Caterpillar793,Testht040,Caterpillar,0,3516,1600,,2500,,7.4,182,511,7.3,220,574,Black Thunder,TestCo,8/9/2016,Manual
HT056,Caterpillar793,Testht056,Caterpillar,0,3516,1600,,2500,,7.1,150,302,7.3,189,421,Black Thunder,TestCo,8/9/2016,Manual
HT059,Caterpillar793,Testht059,Caterpillar,0,3516,1600,,2500,,7.3,137,496,7.6,151,299,Black Thunder,TestCo,8/9/2016,Manual
HT058,Caterpillar793,Testht058,Caterpillar,0,3516,1600,,2500,,6.7,193,675,7.5,157,166,Black Thunder,TestCo,8/9/2016,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,7.9,349,891,8.7,392,908,Black Thunder,TestCo,8/10/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.6,456,623,7.9,559,589,Black Thunder,TestCo,8/10/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,8.2,314,977,8.5,319,992,Black Thunder,TestCo,8/10/2016,Manual
HT015,Caterpillar795,testht015,Caterpillar,0,C175,1800,1800,3000,3000,8.5,352,951,8.9,396,953,Black Thunder,TestCo,8/10/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.6,454,558,7.9,567,520,Black Thunder,TestCo,8/10/2016,Manual
HT013,Caterpillar795,testht013,Caterpillar,0,C175,1800,1800,3000,3000,8.1,322,969,8.4,312,1004,Black Thunder,TestCo,8/14/2016,Manual
HT011,Caterpillar795,testht011,Caterpillar,0,C175,1800,1800,3000,3000,8.7,372,944,8.6,421,954,Black Thunder,TestCo,8/14/2016,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,7.4,489,568,7.9,587,534,Black Thunder,TestCo,8/14/2016,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,8.5,384,969,8.5,382,962,Black Thunder,TestCo,8/14/2016,Manual
HT017,Caterpillar795,testht017,Caterpillar,0,C175,1800,1800,3000,3000,7.9,506,617,7.8,633,543,Black Thunder,TestCo,8/14/2016,Manual
HT065,Caterpillar793,Testht065,Caterpillar,0,3516,1600,,2500,,7,107,507,7.1,113,616,Black Thunder,TestCo,8/15/2016,Manual
HT053,Caterpillar793,Testht053,Caterpillar,0,3516,1600,,2500,,6.7,131,235,6.8,95,347,Black Thunder,TestCo,8/15/2016,Manual
HT039,Caterpillar793,Testht039,Caterpillar,0,3516,1600,,2500,,6.6,133,346,6.6,107,529,Black Thunder,TestCo,8/16/2016,Manual
HT066,Caterpillar793,Testht066,Caterpillar,0,3516,1600,,2500,,7.1,133,523,7.3,136,415,Black Thunder,TestCo,8/16/2016,Manual
